        Epoch: 0 / 120, Success: 0.0656
training loop:   0% |                                                                                                                                     | ETA:  --:--:--
        Epoch: 1 / 120, Success: 0.0312
training loop:   0% |#                                                                                                                                     | ETA:  4:05:47
        Epoch: 2 / 120, Success: 0.0250
training loop:   1% |##
        Epoch: 3 / 120, Success: 0.0531                               | ETA:  3:16:23
training loop:   2% |#                                                | ETA:  2:42:39
        Epoch: 4 / 120, Success: 0.0406
training loop:   3% |#                                                | ETA:  2:24:34
        Epoch: 5 / 120, Success: 0.0344
training loop:   4% |##                                               | ETA:  2:13:37
        Epoch: 6 / 120, Success: 0.0344
 raining loop:   5% |##                                               | ETA:  2:05:58
        Epoch: 7 / 120, Success: 0.0469
training loop:   5% |##                                               | ETA:  2:00:39
        Epoch: 8 / 120, Success: 0.0219
training loop:   6% |###                                              | ETA:  1:56:37
        Epoch: 9 / 120, Success: 0.0594
training loop:   7% |###                                              | ETA:  1:53:38
        Epoch: 10 / 120, Success: 0.0406
training loop:   8% |####                                             | ETA:  1:50:27
        Epoch: 11 / 120, Success: 0.0469
training loop:   9% |####                                             | ETA:  1:47:38
        Epoch: 12 / 120, Success: 0.0437
training loop:  10% |####                                             | ETA:  1:45:17
        Epoch: 13 / 120, Success: 0.0500
training loop:  10% |#####                                            | ETA:  1:43:07
        Epoch: 14 / 120, Success: 0.0312
training loop:  11% |#####                                            | ETA:  1:41:08
        Epoch: 15 / 120, Success: 0.0500
training loop:  12% |######                                           | ETA:  1:39:20
        Epoch: 16 / 120, Success: 0.0594
training loop:  13% |######                                           | ETA:  1:37:40
        Epoch: 17 / 120, Success: 0.0750
training loop:  14% |######                                           | ETA:  1:36:04
        Epoch: 18 / 120, Success: 0.0656
training loop:  15% |#######                                          | ETA:  1:34:30
        Epoch: 19 / 120, Success: 0.0688
training loop:  15% |#######                                          | ETA:  1:33:02
        Epoch: 20 / 120, Success: 0.1719
training loop:  16% |########                                         | ETA:  1:31:35
        Epoch: 21 / 120, Success: 0.1000
training loop:  17% |########                                         | ETA:  1:30:10
        Epoch: 22 / 120, Success: 0.1125
training loop:  18% |########                                         | ETA:  1:28:48
        Epoch: 23 / 120, Success: 0.1344
training loop:  19% |#########                                        | ETA:  1:27:31
        Epoch: 24 / 120, Success: 0.2344
training loop:  20% |#########                                        | ETA:  1:26:16
        Epoch: 25 / 120, Success: 0.1594
training loop:  20% |##########                                       | ETA:  1:25:04
        Epoch: 26 / 120, Success: 0.1312
training loop:  21% |##########                                       | ETA:  1:23:55
        Epoch: 27 / 120, Success: 0.1437
training loop:  22% |###########                                      | ETA:  1:22:46
        Epoch: 28 / 120, Success: 0.1531
training loop:  23% |###########                                      | ETA:  1:21:39
        Epoch: 29 / 120, Success: 0.1688
training loop:  24% |###########                                      | ETA:  1:20:34
        Epoch: 30 / 120, Success: 0.2562
training loop:  25% |############                                     | ETA:  1:19:32
        Epoch: 31 / 120, Success: 0.2469
training loop:  25% |############                                     | ETA:  1:18:31
        Epoch: 32 / 120, Success: 0.2531
training loop:  26% |#############                                    | ETA:  1:17:29
        Epoch: 33 / 120, Success: 0.3063
training loop:  27% |#############                                    | ETA:  1:16:27
        Epoch: 34 / 120, Success: 0.3656
training loop:  28% |#############                                    | ETA:  1:15:29
        Epoch: 35 / 120, Success: 0.3781
training loop:  29% |##############                                   | ETA:  1:14:30
        Epoch: 36 / 120, Success: 0.3656
training loop:  30% |##############                                   | ETA:  1:13:33
        Epoch: 37 / 120, Success: 0.4187
training loop:  30% |###############                                  | ETA:  1:12:36
        Epoch: 38 / 120, Success: 0.4500
training loop:  31% |###############                                  | ETA:  1:11:41
        Epoch: 39 / 120, Success: 0.4062
training loop:  32% |###############                                  | ETA:  1:10:45
        Epoch: 40 / 120, Success: 0.5188
training loop:  33% |################                                 | ETA:  1:09:49
        Epoch: 41 / 120, Success: 0.4656
training loop:  34% |################                                 | ETA:  1:08:53
        Epoch: 42 / 120, Success: 0.4750
training loop:  35% |#################                                | ETA:  1:07:57
        Epoch: 43 / 120, Success: 0.5437
training loop:  35% |#################                                | ETA:  1:07:02
        Epoch: 44 / 120, Success: 0.4469
training loop:  36% |#################                                | ETA:  1:06:07
        Epoch: 45 / 120, Success: 0.4688
training loop:  37% |##################                               | ETA:  1:05:12
        Epoch: 46 / 120, Success: 0.5281
training loop:  38% |##################                               | ETA:  1:04:17
        Epoch: 47 / 120, Success: 0.5469
training loop:  39% |###################                              | ETA:  1:03:23
        Epoch: 48 / 120, Success: 0.5813
training loop:  40% |###################                              | ETA:  1:02:29
        Epoch: 49 / 120, Success: 0.5875
training loop:  40% |####################                             | ETA:  1:01:36
        Epoch: 50 / 120, Success: 0.6219
training loop:  41% |####################                             | ETA:  1:00:43
        Epoch: 51 / 120, Success: 0.6687
training loop:  42% |####################                             | ETA:  0:59:50
        Epoch: 52 / 120, Success: 0.7312
training loop:  43% |#####################                            | ETA:  0:58:57
        Epoch: 53 / 120, Success: 0.6031
training loop:  44% |#####################                            | ETA:  0:58:04
        Epoch: 54 / 120, Success: 0.6906
training loop:  45% |######################                           | ETA:  0:57:12
        Epoch: 55 / 120, Success: 0.7031
training loop:  45% |######################                           | ETA:  0:56:20
        Epoch: 56 / 120, Success: 0.6687
training loop:  46% |######################                           | ETA:  0:55:28
        Epoch: 57 / 120, Success: 0.7156
training loop:  47% |#######################                          | ETA:  0:54:35
        Epoch: 58 / 120, Success: 0.7156
training loop:  48% |#######################                          | ETA:  0:53:43
        Epoch: 59 / 120, Success: 0.6281
training loop:  49% |########################                         | ETA:  0:52:51
        Epoch: 60 / 120, Success: 0.7000
training loop:  50% |########################                         | ETA:  0:51:59
        Epoch: 61 / 120, Success: 0.6750
training loop:  50% |########################                         | ETA:  0:51:06
        Epoch: 62 / 120, Success: 0.6062
training loop:  51% |#########################                        | ETA:  0:50:14
        Epoch: 63 / 120, Success: 0.7312
training loop:  52% |#########################                        | ETA:  0:49:21
        Epoch: 64 / 120, Success: 0.7781
training loop:  53% |##########################                       | ETA:  0:48:28
        Epoch: 65 / 120, Success: 0.6750
training loop:  54% |##########################                       | ETA:  0:47:35
        Epoch: 66 / 120, Success: 0.8438
training loop:  55% |##########################                       | ETA:  0:46:43
        Epoch: 67 / 120, Success: 0.7844
training loop:  55% |###########################                      | ETA:  0:45:50
        Epoch: 68 / 120, Success: 0.8000
training loop:  56% |###########################                      | ETA:  0:44:58
        Epoch: 69 / 120, Success: 0.7250
training loop:  57% |############################                     | ETA:  0:44:06
        Epoch: 70 / 120, Success: 0.8062
training loop:  58% |############################                     | ETA:  0:43:13
        Epoch: 71 / 120, Success: 0.8469
training loop:  59% |############################                     | ETA:  0:42:21
        Epoch: 72 / 120, Success: 0.7719
training loop:  60% |#############################                    | ETA:  0:41:29
        Epoch: 73 / 120, Success: 0.7906
training loop:  60% |#############################                    | ETA:  0:40:37
        Epoch: 74 / 120, Success: 0.7719
training loop:  61% |##############################                   | ETA:  0:39:45
        Epoch: 75 / 120, Success: 0.8719
training loop:  62% |##############################                   | ETA:  0:38:53
        Epoch: 76 / 120, Success: 0.8062
training loop:  63% |###############################                  | ETA:  0:38:01
        Epoch: 77 / 120, Success: 0.8469
training loop:  64% |###############################                  | ETA:  0:37:09
        Epoch: 78 / 120, Success: 0.7875
training loop:  65% |###############################                  | ETA:  0:36:17
        Epoch: 79 / 120, Success: 0.8875
training loop:  65% |################################                 | ETA:  0:35:25
        Epoch: 80 / 120, Success: 0.8344
training loop:  66% |################################                 | ETA:  0:34:33
        Epoch: 81 / 120, Success: 0.8969
training loop:  67% |#################################                | ETA:  0:33:41
        Epoch: 82 / 120, Success: 0.9062
training loop:  68% |#################################                | ETA:  0:32:49
        Epoch: 83 / 120, Success: 0.9094
training loop:  69% |#################################                | ETA:  0:31:56
        Epoch: 84 / 120, Success: 0.8500
training loop:  70% |##################################               | ETA:  0:31:04
        Epoch: 85 / 120, Success: 0.9094
training loop:  70% |##################################               | ETA:  0:30:13
        Epoch: 86 / 120, Success: 0.9438
training loop:  71% |###################################              | ETA:  0:29:21
        Epoch: 87 / 120, Success: 0.9531
training loop:  72% |###################################              | ETA:  0:28:29
        Epoch: 88 / 120, Success: 0.9594
training loop:  73% |###################################              | ETA:  0:27:37
        Epoch: 89 / 120, Success: 0.9187
training loop:  74% |####################################             | ETA:  0:26:45
        Epoch: 90 / 120, Success: 0.9000
training loop:  75% |####################################             | ETA:  0:25:53
        Epoch: 91 / 120, Success: 0.9656
training loop:  75% |#####################################            | ETA:  0:25:01
        Epoch: 92 / 120, Success: 0.9500
training loop:  76% |#####################################            | ETA:  0:24:09
        Epoch: 93 / 120, Success: 0.9656
training loop:  77% |#####################################            | ETA:  0:23:17
        Epoch: 94 / 120, Success: 0.9531
training loop:  78% |######################################           | ETA:  0:22:25
        Epoch: 95 / 120, Success: 0.9531
training loop:  79% |######################################           | ETA:  0:21:33
        Epoch: 96 / 120, Success: 0.8875
training loop:  80% |#######################################          | ETA:  0:20:41
        Epoch: 97 / 120, Success: 0.9656
training loop:  80% |#######################################          | ETA:  0:19:50
        Epoch: 98 / 120, Success: 0.9031
training loop:  81% |########################################         | ETA:  0:18:58
        Epoch: 99 / 120, Success: 0.9500
training loop:  82% |########################################         | ETA:  0:18:06
        Epoch: 100 / 120, Success: 0.9062
training loop:  83% |########################################         | ETA:  0:17:14
        Epoch: 101 / 120, Success: 0.9625
training loop:  84% |#########################################        | ETA:  0:16:22
        Epoch: 102 / 120, Success: 0.9531
training loop:  85% |#########################################        | ETA:  0:15:30
        Epoch: 103 / 120, Success: 0.9594
training loop:  85% |##########################################       | ETA:  0:14:38
        Epoch: 104 / 120, Success: 0.9250
training loop:  86% |##########################################       | ETA:  0:13:47
        Epoch: 105 / 120, Success: 0.8875
training loop:  87% |##########################################       | ETA:  0:12:55
        Epoch: 106 / 120, Success: 0.8656
training loop:  88% |###########################################      | ETA:  0:12:03
        Epoch: 107 / 120, Success: 0.7594
training loop:  89% |###########################################      | ETA:  0:11:11
        Epoch: 108 / 120, Success: 0.9125
training loop:  90% |############################################     | ETA:  0:10:19
        Epoch: 109 / 120, Success: 0.9656
training loop:  90% |############################################     | ETA:  0:09:28
        Epoch: 110 / 120, Success: 0.8813
training loop:  91% |############################################     | ETA:  0:08:36
        Epoch: 111 / 120, Success: 0.9563
training loop:  92% |#############################################    | ETA:  0:07:44
        Epoch: 112 / 120, Success: 0.9031
training loop:  93% |#############################################    | ETA:  0:06:53
        Epoch: 113 / 120, Success: 0.8875
training loop:  94% |##############################################   | ETA:  0:06:01
        Epoch: 114 / 120, Success: 0.9594
training loop:  95% |##############################################   | ETA:  0:05:09
        Epoch: 115 / 120, Success: 0.9625
training loop:  95% |##############################################   | ETA:  0:04:18
        Epoch: 116 / 120, Success: 0.9719
training loop:  96% |###############################################  | ETA:  0:03:26
        Epoch: 117 / 120, Success: 0.9750
training loop:  97% |###############################################  | ETA:  0:02:34
        Epoch: 118 / 120, Success: 0.9937
training loop:  98% |################################################ | ETA:  0:01:43
        Epoch: 119 / 120, Success: 0.9125
training loop: 100% |#################################################| Time: 1:42:18